Uniprot ID TF,Uniprot ID target,NCBI Gene ID TF,NCBI Gene ID target,Protein name TF,Protein name target,Detection method,Publication (pubmed),Organism,Source database
P33076,P30685,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P18464,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P30493,4261,-,CIITA,HLA-B,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,Q9TNN7,4261,-,CIITA,HLA-C,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P30510,4261,-,CIITA,HLA-C,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P30501,4261,-,CIITA,HLA-C,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,Q29963,4261,-,CIITA,HLA-C,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P30508,4261,-,CIITA,HLA-C,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,Q07000,4261,-,CIITA,HLA-C,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,Q95604,4261,-,CIITA,HLA-C,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,Q29865,4261,-,CIITA,HLA-C,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P30499,4261,-,CIITA,HLA-C,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P04222,4261,-,CIITA,HLA-C,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P30504,4261,-,CIITA,HLA-C,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P10321,4261,3107,CIITA,HLA-C,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P30505,4261,-,CIITA,HLA-C,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,Q29960,4261,-,CIITA,HLA-C,inferred by curator,11053628,Homo sapiens,TRRUST
P33076,P28067,4261,-,CIITA,HLA-DMA,inferred by curator,9300700;7495736,Homo sapiens,TRRUST
P33076,P28068,4261,3109,CIITA,HLA-DMB,inferred by curator,11332992;7495736;9600954;11889043;9300700,Homo sapiens,TRRUST
P33076,P06340,4261,3111,CIITA,HLA-DOA,inferred by curator,11823510,Homo sapiens,TRRUST
P33076,P13765,4261,3112,CIITA,HLA-DOB,inferred by curator,11823510,Homo sapiens,TRRUST
P33076,P04440,4261,3115,CIITA,HLA-DPB1,inferred by curator,11889043,Homo sapiens,TRRUST
P33076,P01920,4261,3119,CIITA,HLA-DQB1,inferred by curator,11332992,Homo sapiens,TRRUST
P33076,P01903,4261,3122,CIITA,HLA-DRA,inferred by curator,10886240;11429551;9600954;11889043;9300692,Homo sapiens,TRRUST
P33076,Q95IE3,4261,-,CIITA,HLA-DRB1,inferred by curator,10886240,Homo sapiens,TRRUST
P33076,Q9GIY3,4261,-,CIITA,HLA-DRB1,inferred by curator,10886240,Homo sapiens,TRRUST
P33076,P13761,4261,-,CIITA,HLA-DRB1,inferred by curator,10886240,Homo sapiens,TRRUST
P33076,P01912,4261,3123,CIITA,HLA-DRB1,inferred by curator,10886240,Homo sapiens,TRRUST
P33076,Q9TQE0,4261,-,CIITA,HLA-DRB1,inferred by curator,10886240,Homo sapiens,TRRUST
P33076,Q5Y7A7,4261,-,CIITA,HLA-DRB1,inferred by curator,10886240,Homo sapiens,TRRUST
P33076,Q29974,4261,3123,CIITA,HLA-DRB1,inferred by curator,10886240,Homo sapiens,TRRUST
P33076,P04229,4261,-,CIITA,HLA-DRB1,inferred by curator,10886240,Homo sapiens,TRRUST
P33076,Q30167,4261,-,CIITA,HLA-DRB1,inferred by curator,10886240,Homo sapiens,TRRUST
P33076,P13760,4261,-,CIITA,HLA-DRB1,inferred by curator,10886240,Homo sapiens,TRRUST
P33076,Q30134,4261,-,CIITA,HLA-DRB1,inferred by curator,10886240,Homo sapiens,TRRUST
P33076,P20039,4261,-,CIITA,HLA-DRB1,inferred by curator,10886240,Homo sapiens,TRRUST
P33076,P01911,4261,3123,CIITA,HLA-DRB1,inferred by curator,10886240,Homo sapiens,TRRUST
P33076,P79483,4261,3125,CIITA,HLA-DRB3,inferred by curator,10886240,Homo sapiens,TRRUST
P33076,P13762,4261,3126,CIITA,HLA-DRB4,inferred by curator,10886240,Homo sapiens,TRRUST
P33076,Q30154,4261,3127,CIITA,HLA-DRB5,inferred by curator,10886240,Homo sapiens,TRRUST
P33076,P30511,4261,3134,CIITA,HLA-F,inferred by curator,11137213,Homo sapiens,TRRUST
P33076,P17693,4261,3135,CIITA,HLA-G,inferred by curator,11137218,Homo sapiens,TRRUST
P33076,P05112,4261,3565,CIITA,IL4,inferred by curator,17645498;10946277,Homo sapiens,TRRUST
P33076,P10914,4261,3659,CIITA,IRF1,inferred by curator,12052885;15950283,Homo sapiens,TRRUST
P33076,P14316,4261,3660,CIITA,IRF2,inferred by curator,15950283,Homo sapiens,TRRUST
P33076,P14780,4261,4318,CIITA,MMP9,inferred by curator,15247301,Homo sapiens,TRRUST
P33076,Q9UIW2,4261,5361,CIITA,PLXNA1,inferred by curator,15814328,Homo sapiens,TRRUST
P33076,P62195,4261,5705,CIITA,PSMC5,inferred by curator,22771340,Homo sapiens,TRRUST
P33076,P61018,4261,53916,CIITA,RAB4B,chromatin immunoprecipitation assay;inferred by curator,17175541,Homo sapiens,TRRUST;ReMap
P33076,P26447,4261,6275,CIITA,S100A4,inferred by curator,17143014,Homo sapiens,TRRUST
P33076,Q96EB6,4261,23411,CIITA,SIRT1,inferred by curator,22064865,Homo sapiens,TRRUST
P33076,P40879,4261,1811,CIITA,SLC26A3,inferred by curator,9300700,Homo sapiens,TRRUST
P33076,P42224,4261,6772,CIITA,STAT1,inferred by curator,12052885,Homo sapiens,TRRUST
Q99967,P03956,10370,4312,CITED2,MMP1,inferred by curator,12960175,Homo sapiens,TRRUST
Q99967,P45452,10370,4322,CITED2,MMP13,inferred by curator,12960175,Homo sapiens,TRRUST
O15516,O14503,9575,8553,CLOCK,BHLHE40,chromatin immunoprecipitation assay;inferred by curator,14672706;19032342,Homo sapiens,GTRD;TRRUST;ReMap
O15516,Q9C0J9,9575,79365,CLOCK,BHLHE41,chromatin immunoprecipitation assay;inferred by curator,14672706,Homo sapiens,GTRD;TRRUST;ReMap
O15516,Q16526,9575,1407,CLOCK,CRY1,chromatin immunoprecipitation assay;inferred by curator,22750052;17660446,Homo sapiens,GTRD;TRRUST;ReMap
O15516,Q49AN0,9575,1408,CLOCK,CRY2,chromatin immunoprecipitation assay;inferred by curator,22750052;17660446,Homo sapiens,TRRUST;ReMap
O15516,Q9P2X7,9575,50514,CLOCK,DEC1,inferred by curator,14672706,Homo sapiens,TRRUST
O15516,Q92993,9575,10524,CLOCK,KAT5,chromatin immunoprecipitation assay;inferred by curator,18458078,Homo sapiens,GTRD;TRRUST;ReMap
O15516,P43490,9575,10135,CLOCK,NAMPT,inferred by curator,19299583,Homo sapiens,TRRUST
O15516,Q15466,9575,8431,CLOCK,NR0B2,inferred by curator,20674862,Homo sapiens,TRRUST
O15516,P04150,9575,2908,CLOCK,NR3C1,inferred by curator,21164265,Homo sapiens,TRRUST
O15516,O15534,9575,5187,CLOCK,PER1,chromatin immunoprecipitation assay;inferred by curator,17660446;21479263;22750052;20551151;17994337,Homo sapiens,GTRD;TRRUST;ReMap
O15516,O15055,9575,8864,CLOCK,PER2,chromatin immunoprecipitation assay;inferred by curator,22750052;17660446,Homo sapiens,GTRD;TRRUST
O15516,P56645,9575,8863,CLOCK,PER3,chromatin immunoprecipitation assay;inferred by curator,22750052,Homo sapiens,GTRD;TRRUST;ReMap
O15516,P49675,9575,6770,CLOCK,STAR,inferred by curator,17431006,Homo sapiens,TRRUST
O15516,P07202,9575,7173,CLOCK,TPO,chromatin immunoprecipitation assay;inferred by curator,22284746,Homo sapiens,GTRD;TRRUST
P62633,P01106,7555,4609,CNBP,MYC,inferred by curator,23774591,Homo sapiens,TRRUST
Q9UIV1,P08118,29883,4477,CNOT7,MSMB,inferred by curator,15937477,Homo sapiens,TRRUST
Q9UIV1,Q01453,29883,5376,CNOT7,PMP22,inferred by curator,15937477,Homo sapiens,TRRUST
Q9UFF9,P08118,9337,4477,CNOT8,MSMB,inferred by curator,15937477,Homo sapiens,TRRUST
Q9UFF9,Q01453,9337,5376,CNOT8,PMP22,inferred by curator,15937477,Homo sapiens,TRRUST
Q92905,P46527,10987,1027,COPS5,CDKN1B,inferred by curator,16951171,Homo sapiens,TRRUST
Q92905,P15692,10987,7422,COPS5,VEGFA,inferred by curator,12542982,Homo sapiens,TRRUST
P29373,P10276,1382,5914,CRABP2,RARA,inferred by curator,16166294,Homo sapiens,TRRUST
P16220,Q13085,1385,31,CREB1,ACACA,chromatin immunoprecipitation assay;inferred by curator,19842072,Homo sapiens,GTRD;TRRUST;ReMap
P16220,P25100,1385,146,CREB1,ADRA1D,chromatin immunoprecipitation assay;inferred by curator,,Homo sapiens,GTRD;TRED;ReMap
P16220,P35348,1385,148,CREB1,ADRA1A,chromatin immunoprecipitation assay;inferred by curator,10520459,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P16220,Q92482,1385,360,CREB1,AQP3,chromatin immunoprecipitation assay;inferred by curator,18495115,Homo sapiens,TRED;TRRUST;ReMap
P16220,P10275,1385,367,CREB1,AR,chromatin immunoprecipitation assay;inferred by curator,21457548;15994978,Homo sapiens,GTRD;TRRUST;ReMap
P16220,O43521,1385,10018,CREB1,BCL2L11,chromatin immunoprecipitation assay;inferred by curator,20367563,Homo sapiens,GTRD;TRRUST
P16220,P46663,1385,623,CREB1,BDKRB1,inferred by curator,10842322,Homo sapiens,TRED;TRRUST
P16220,P30411,1385,624,CREB1,BDKRB2,chromatin immunoprecipitation assay;inferred by curator,15632413,Homo sapiens,TRRUST;ReMap
P16220,P23560,1385,627,CREB1,BDNF,chromatin immunoprecipitation assay;inferred by curator,11719924,Homo sapiens,GTRD;TRRUST;ReMap
P16220,Q14790,1385,841,CREB1,CASP8,chromatin immunoprecipitation assay;inferred by curator,18342014,Homo sapiens,GTRD;TRRUST;ReMap
P16220,P06307,1385,885,CREB1,CCK,inferred by curator,15030385;15073527,Homo sapiens,TRRUST
P16220,P13501,1385,6352,CREB1,CCL5,inferred by curator,11413310,Homo sapiens,TRED;TRRUST
P16220,P01730,1385,920,CREB1,CD4,inferred by curator,9765424,Homo sapiens,TRED;TRRUST
P16220,P01215,1385,1081,CREB1,CGA,chromatin immunoprecipitation assay;inferred by curator,10341006,Homo sapiens,TRED;TRRUST;ReMap
P16220,Q6UUV9,1385,23373,CREB1,CRTC1,chromatin immunoprecipitation assay;inferred by curator,17334997,Homo sapiens,GTRD;TRRUST;ReMap
P16220,P61073,1385,7852,CREB1,CXCR4,chromatin immunoprecipitation assay;inferred by curator,11874984,Homo sapiens,TRED;TRRUST;ReMap
P16220,P05108,1385,1583,CREB1,CYP11A1,inferred by curator,11057754,Homo sapiens,TRED;TRRUST
P16220,P15538,1385,1584,CREB1,CYP11B1,inferred by curator,11196473,Homo sapiens,TRED;TRRUST
P16220,P19099,1385,1585,CREB1,CYP11B2,inferred by curator,11196473,Homo sapiens,TRED;TRRUST
P16220,P05093,1385,1586,CREB1,CYP17A1,chromatin immunoprecipitation assay;inferred by curator,2543297,Homo sapiens,TRRUST;ReMap
P16220,P11511,1385,1588,CREB1,CYP19A1,inferred by curator,16740737;15955695,Homo sapiens,TRED;TRRUST
P16220,P04626,1385,2064,CREB1,ERBB2,chromatin immunoprecipitation assay;inferred by curator,10698518,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P16220,P41162,1385,2117,CREB1,ETV3,chromatin immunoprecipitation assay;inferred by curator,14754893,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P16220,P17948,1385,2321,CREB1,FLT1,chromatin immunoprecipitation assay;inferred by curator,7499271,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P16220,P55317,1385,3169,CREB1,FOXA1,chromatin immunoprecipitation assay;inferred by curator,22577344,Homo sapiens,GTRD;TRRUST;ReMap
P16220,Q06546,1385,2551,CREB1,GABPA,inferred by curator,10585419,Homo sapiens,TRRUST
P16220,P30550,1385,2925,CREB1,GRPR,chromatin immunoprecipitation assay;inferred by curator,18483184,Homo sapiens,GTRD;TRRUST;ReMap
P16220,P49840,1385,2931,CREB1,GSK3A,chromatin immunoprecipitation assay;inferred by curator,11579131,Homo sapiens,GTRD;TRRUST;ReMap
P16220,P49841,1385,2932,CREB1,GSK3B,chromatin immunoprecipitation assay;inferred by curator,11579131,Homo sapiens,GTRD;TRRUST;ReMap
P16220,P13765,1385,3112,CREB1,HLA-DOB,chromatin immunoprecipitation assay;inferred by curator,12938212,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P16220,P01920,1385,3119,CREB1,HLA-DQB1,inferred by curator,1324879,Homo sapiens,TRED;TRRUST
P16220,P09601,1385,3162,CREB1,HMOX1,chromatin immunoprecipitation assay;inferred by curator,14523007,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P16220,P15428,1385,3248,CREB1,HPGD,chromatin immunoprecipitation assay;inferred by curator,10650939,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P16220,P60568,1385,3558,CREB1,IL2,chromatin immunoprecipitation assay;inferred by curator,8814256,Homo sapiens,TRED;TRRUST;ReMap
P16220,Q01344,1385,3568,CREB1,IL5RA,chromatin immunoprecipitation assay;inferred by curator,9742933,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P16220,P05231,1385,3569,CREB1,IL6,inferred by curator,8725624,Homo sapiens,TRED;TRRUST
P16220,P05412,1385,3725,CREB1,JUN,chromatin immunoprecipitation assay;inferred by curator,10403485;8647095,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P16220,Q86VI4,1385,55353,CREB1,LAPTM4B,chromatin immunoprecipitation assay;inferred by curator,23469012,Homo sapiens,GTRD;TRRUST
P16220,P12980,1385,4066,CREB1,LYL1,chromatin immunoprecipitation assay;inferred by curator,23000483,Homo sapiens,TRRUST;ReMap
P16220,Q01718,1385,4158,CREB1,MC2R,inferred by curator,17712720,Homo sapiens,TRRUST
P16220,O75030,1385,4286,CREB1,MITF,chromatin immunoprecipitation assay;inferred by curator,19937254,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P16220,P08253,1385,4313,CREB1,MMP2,inferred by curator,10506168,Homo sapiens,TRRUST
P16220,P08118,1385,4477,CREB1,MSMB,chromatin immunoprecipitation assay;inferred by curator,9704017,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P16220,Q99102,1385,4585,CREB1,MUC4,inferred by curator,19757157;11418607,Homo sapiens,TRED;TRRUST
P16220,O14777,1385,10403,CREB1,NDC80,chromatin immunoprecipitation assay;inferred by curator,17822787,Homo sapiens,GTRD;TRRUST;ReMap
P16220,P21359,1385,4763,CREB1,NF1,chromatin immunoprecipitation assay;inferred by curator,10435592,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P16220,Q9BZQ4,1385,23057,CREB1,NMNAT2,chromatin immunoprecipitation assay;inferred by curator,22027994,Homo sapiens,TRRUST;ReMap
P16220,P01303,1385,4852,CREB1,NPY,inferred by curator,12967770,Homo sapiens,TRRUST
P16220,P10589,1385,7025,CREB1,NR2F1,chromatin immunoprecipitation assay;inferred by curator,15955695,Homo sapiens,GTRD;TRRUST;ReMap
P16220,P10588,1385,2063,CREB1,NR2F6,chromatin immunoprecipitation assay;inferred by curator,15955695,Homo sapiens,GTRD;TRRUST;ReMap
P16220,Q92570,1385,8013,CREB1,NR4A3,chromatin immunoprecipitation assay;inferred by curator,10701778,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P16220,O00482,1385,2494,CREB1,NR5A2,chromatin immunoprecipitation assay;inferred by curator,18191017,Homo sapiens,GTRD;TRRUST;ReMap
P16220,Q16656,1385,4899,CREB1,NRF1,chromatin immunoprecipitation assay;inferred by curator,20587593,Homo sapiens,GTRD;TRRUST;ReMap
P16220,P30990,1385,4922,CREB1,NTS,chromatin immunoprecipitation assay;inferred by curator,7791794,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P16220,P11926,1385,4953,CREB1,ODC1,chromatin immunoprecipitation assay;inferred by curator,1356108,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P16220,P00749,1385,5328,CREB1,PLAU,chromatin immunoprecipitation assay;inferred by curator,11776974,Homo sapiens,TRRUST;ReMap
P16220,P49005,1385,5425,CREB1,POLD2,inferred by curator,10978529,Homo sapiens,TRED;TRRUST
P16220,O15297,1385,8493,CREB1,PPM1D,chromatin immunoprecipitation assay;inferred by curator,19015127,Homo sapiens,GTRD;TRRUST;ReMap
P16220,P67775,1385,5515,CREB1,PPP2CA,chromatin immunoprecipitation assay;inferred by curator,17526027,Homo sapiens,GTRD;TRRUST;ReMap
P16220,Q00005,1385,5521,CREB1,PPP2R2B,inferred by curator,20533062,Homo sapiens,TRRUST
P16220,P01236,1385,5617,CREB1,PRL,inferred by curator,17187171,Homo sapiens,TRRUST
P16220,P49768,1385,5663,CREB1,PSEN1,chromatin immunoprecipitation assay;inferred by curator,11116137,Homo sapiens,TRED;TRRUST;ReMap
P16220,O14684,1385,9536,CREB1,PTGES,chromatin immunoprecipitation assay;inferred by curator,20688046,Homo sapiens,TRRUST;ReMap
P16220,P35354,1385,5743,CREB1,PTGS2,chromatin immunoprecipitation assay;inferred by curator,22919060,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P16220,Q15691,1385,22919,CREB1,MAPRE1,inferred by curator,11593399,Homo sapiens,TRRUST
P16220,Q7LG56,1385,50484,CREB1,RRM2B,chromatin immunoprecipitation assay;inferred by curator,11978967,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P16220,P41440,1385,6573,CREB1,SLC19A1,inferred by curator,11078737,Homo sapiens,TRED;TRRUST
P16220,Q8WUM9,1385,6574,CREB1,SLC20A1,chromatin immunoprecipitation assay;inferred by curator,11722845,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P16220,Q8TCC7,1385,9376,CREB1,SLC22A8,chromatin immunoprecipitation assay;inferred by curator,16809478,Homo sapiens,GTRD;TRRUST;ReMap
P16220,Q9NY26,1385,27173,CREB1,SLC39A1,inferred by curator,19026724,Homo sapiens,TRRUST
P16220,O43541,1385,4091,CREB1,SMAD6,chromatin immunoprecipitation assay;inferred by curator,14755548,Homo sapiens,GTRD;TRRUST;ReMap
P16220,O95863,1385,6615,CREB1,SNAI1,chromatin immunoprecipitation assay;inferred by curator,15955695,Homo sapiens,GTRD;TRRUST;ReMap
P16220,O43623,1385,6591,CREB1,SNAI2,chromatin immunoprecipitation assay;inferred by curator,15955695,Homo sapiens,GTRD;TRRUST;ReMap
P16220,P48436,1385,6662,CREB1,SOX9,chromatin immunoprecipitation assay;inferred by curator,17289023,Homo sapiens,GTRD;TRRUST;ReMap
P16220,O43597,1385,10253,CREB1,SPRY2,chromatin immunoprecipitation assay;inferred by curator,14644509,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P16220,P16949,1385,3925,CREB1,STMN1,chromatin immunoprecipitation assay;inferred by curator,23000483,Homo sapiens,GTRD;TRRUST;ReMap
P16220,P07101,1385,7054,CREB1,TH,inferred by curator,11108136,Homo sapiens,TRED;TRRUST
P16220,Q9NR96,1385,54106,CREB1,TLR9,chromatin immunoprecipitation assay;inferred by curator,15294971,Homo sapiens,GTRD;TRRUST;ReMap
P16220,P20396,1385,7200,CREB1,TRH,inferred by curator,11134186;9827656,Homo sapiens,TRED;TRRUST
P16220,P01282,1385,7432,CREB1,VIP,chromatin immunoprecipitation assay;inferred by curator,1847391,Homo sapiens,GTRD;TRED;TRRUST;ReMap
P16220,Q01831,1385,7508,CREB1,XPC,chromatin immunoprecipitation assay;inferred by curator,21507255,Homo sapiens,GTRD;TRRUST;ReMap
O43889,P61073,10488,7852,CREB3,CXCR4,inferred by curator,20473547,Homo sapiens,TRRUST
Q96BA8,P43007,90993,6509,CREB3L1,SLC1A4,chromatin immunoprecipitation assay;inferred by curator,17617614,Homo sapiens,GTRD;TRRUST;ReMap
Q8TEY5,Q9UKB3,148327,56521,CREB3L4,DNAJC12,inferred by curator,24122553,Homo sapiens,TRRUST
Q02930,O15342,9586,8992,CREB5,ATP6V0E1,inferred by curator,21132541,Homo sapiens,TRRUST
Q02930,P00751,9586,629,CREB5,CFB,inferred by curator,21132541,Homo sapiens,TRRUST
Q02930,P49619,9586,1608,CREB5,DGKG,inferred by curator,21132541,Homo sapiens,TRRUST
Q02930,Q08380,9586,3959,CREB5,LGALS3BP,inferred by curator,21132541,Homo sapiens,TRRUST
Q02930,Q9Y6Y9,9586,23643,CREB5,LY96,inferred by curator,21132541,Homo sapiens,TRRUST
Q02930,Q16644,9586,7867,CREB5,MAPKAPK3,inferred by curator,21132541,Homo sapiens,TRRUST
Q02930,P20591,9586,4599,CREB5,MX1,inferred by curator,21132541,Homo sapiens,TRRUST
Q02930,Q8IV61,9586,25780,CREB5,RASGRP3,inferred by curator,21132541,Homo sapiens,TRRUST
Q02930,P35241,9586,5962,CREB5,RDX,inferred by curator,21132541,Homo sapiens,TRRUST
Q02930,P42224,9586,6772,CREB5,STAT1,inferred by curator,21132541,Homo sapiens,TRRUST
Q02930,Q03167,9586,7049,CREB5,TGFBR3,inferred by curator,21132541,Homo sapiens,TRRUST
Q02930,O00300,9586,4982,CREB5,TNFRSF11B,inferred by curator,21132541,Homo sapiens,TRRUST
Q92793,P16050,1387,246,CREBBP,ALOX15,inferred by curator,12517954,Homo sapiens,TRRUST
Q92793,P38398,1387,672,CREBBP,BRCA1,chromatin immunoprecipitation assay;inferred by curator,23285190,Homo sapiens,TRRUST;ReMap
Q92793,P06307,1387,885,CREBBP,CCK,inferred by curator,15030385,Homo sapiens,TRRUST
Q92793,P38936,1387,1026,CREBBP,CDKN1A,chromatin immunoprecipitation assay;inferred by curator,15286705,Homo sapiens,TRRUST;ReMap
Q92793,P16220,1387,1385,CREBBP,CREB1,chromatin immunoprecipitation assay;inferred by curator,19564345,Homo sapiens,TRRUST;ReMap
Q92793,P04141,1387,1437,CREBBP,CSF2,inferred by curator,20439113,Homo sapiens,TRRUST
Q92793,P00533,1387,1956,CREBBP,EGFR,inferred by curator,21464950,Homo sapiens,TRRUST
Q92793,Q09472,1387,2033,CREBBP,EP300,chromatin immunoprecipitation assay;inferred by curator,15154850,Homo sapiens,TRRUST;ReMap
Q92793,Q15910,1387,2146,CREBBP,EZH2,chromatin immunoprecipitation assay;inferred by curator,25088689,Homo sapiens,TRRUST;ReMap
Q92793,Q9BQA5,1387,25988,CREBBP,HINFP,chromatin immunoprecipitation assay;inferred by curator,17826007,Homo sapiens,TRRUST;ReMap
Q92793,P31260,1387,3206,CREBBP,HOXA10,chromatin immunoprecipitation assay;inferred by curator,16849538,Homo sapiens,TRRUST;ReMap
Q92793,P31269,1387,3205,CREBBP,HOXA9,inferred by curator,16849538,Homo sapiens,TRRUST
Q92793,P05112,1387,3565,CREBBP,IL4,inferred by curator,10946277,Homo sapiens,TRRUST
Q92793,Q01101,1387,3642,CREBBP,INSM1,chromatin immunoprecipitation assay;inferred by curator,17300785,Homo sapiens,TRRUST;ReMap
Q92793,P10914,1387,3659,CREBBP,IRF1,chromatin immunoprecipitation assay;inferred by curator,18497060,Homo sapiens,TRRUST;ReMap
Q92793,Q16822,1387,5106,CREBBP,PCK2,chromatin immunoprecipitation assay;inferred by curator,11997389;10085123,Homo sapiens,TRRUST;ReMap
Q92793,Q07869,1387,5465,CREBBP,PPARA,chromatin immunoprecipitation assay;inferred by curator,10542237,Homo sapiens,TRRUST;ReMap
Q92793,P62195,1387,5705,CREBBP,PSMC5,chromatin immunoprecipitation assay;inferred by curator,22771340,Homo sapiens,TRRUST;ReMap
Q92793,P35354,1387,5743,CREBBP,PTGS2,chromatin immunoprecipitation assay;inferred by curator,11278336,Homo sapiens,TRRUST;ReMap
Q92793,Q06609,1387,5888,CREBBP,RAD51,chromatin immunoprecipitation assay;inferred by curator,23285190,Homo sapiens,TRRUST;ReMap
Q92793,P10276,1387,5914,CREBBP,RARA,chromatin immunoprecipitation assay;inferred by curator,21110951,Homo sapiens,TRRUST;ReMap
Q92793,O15537,1387,6247,CREBBP,RS1,inferred by curator,18927113,Homo sapiens,TRRUST
Q92793,P26447,1387,6275,CREBBP,S100A4,inferred by curator,17143014,Homo sapiens,TRRUST
Q92793,P04637,1387,7157,CREBBP,TP53,chromatin immunoprecipitation assay;inferred by curator,15154850,Homo sapiens,TRRUST;ReMap
Q92793,Q8IYM9,1387,10346,CREBBP,TRIM22,inferred by curator,23670564,Homo sapiens,TRRUST
O75629,P34932,8804,3308,CREG1,HSPA4,inferred by curator,9710587,Homo sapiens,TRRUST
Q03060,P12821,1390,1636,CREM,ACE,chromatin immunoprecipitation assay;inferred by curator,8901568,Homo sapiens,GTRD;TRRUST;ReMap
Q03060,P10323,1390,49,CREM,ACR,inferred by curator,11500964,Homo sapiens,TRRUST
