Protein name,Uniprot ID,NCBI Gene ID,Function,Small-scale evidence,Number of interactions
Prpf31,D3ZI68,292536,target gene,No,11
Slc7a6os,G3V8N8,246187,target gene,No,10
Pramef8,D4A3H1,502994,target gene,No,7
Gtf3c1,F1LNV7,-,target gene,No,10
Rasgrp3,A0A0G2KAU4,313874,target gene,No,6
-,A0A0G2JZ76,-,target gene,No,9
Cdkn2aipnl,Q5RK03,287278,target gene,No,7
Col8a2,D4ADG9,313592,target gene,No,1
Dnajc3,Q9R0T3,63880,target gene,No,8
Tnrc6a,A0A0G2JZJ3,-,target gene,No,7
Asphd1,D3ZWE1,293498,target gene,No,9
Uspl1,M0R4X8,288447,target gene,No,15
Fam160b1,D4A3I5,361774,target gene,No,10
Klre1,Q80ZC8,297645,target gene,No,1
Cald1,A0A0G2JTV2,-,target gene,No,9
Abcc4,F1M3J4,-,target gene,No,6
Ppp1cc,P63088,24669,target gene,No,11
Ppp1r12a,A0A0G2JWJ0,116670,target gene,No,11
Sbf1,M0RAP5,300147,target gene,No,8
RGD1559896,D3ZY47,498967,target gene,No,11
Arap2,A0A0G2K7I9,-,target gene,No,4
Gpr179,D4AA82,-,target gene,No,1
Fam168a,D3ZHW1,361614,target gene,No,13
Cryzl1,Q5XI39,288256,target gene,No,11
Tspan3,Q66H06,300733,target gene,No,6
Slc49a4,Q66H95,303902,target gene,No,11
Hist2h2be,D4A817,295274,target gene,No,8
Fam13b,D3ZJY0,291694,target gene,No,9
C2cd2l,Q5U2P5,300666,target gene,No,8
Emg1,D3ZDS4,312706,target gene,No,10
Glb1l,B1WBS6,301525,target gene,No,9
Wdr74,B0BNI2,690229,target gene,No,10
Tmx4,G3V912,296182,target gene,No,8
Ccdc61,A0JPP8,292680,target gene,No,9
Agxt2,Q64565,83784,target gene,No,5
Rack1,P63245,83427,target gene,No,11
Snrpb2,B5DEQ4,362223,target gene,No,8
Tcam1,Q9Z133,59305,target gene,No,5
Nap1l1,G3V6H9,89825,target gene,No,8
Tbl2,A0A096MJZ2,686610,target gene,No,10
Otub2,D3ZAR8,314405,target gene,No,8
Rbm6,D4ACW0,315997,target gene,No,9
LOC682206,A0A0G2JWH7,-,target gene,No,2
Aig1,B2RZC0,292486,target gene,No,8
Palm2,A0A096MIZ1,103692368,target gene,No,4
Rab11fip3,Q66H66,-,target gene,No,2
Tubgcp3,A0A0G2JUU7,306599,target gene,No,10
Arhgef2,Q5FVC2,310635,target gene,No,6
Terf2,D3ZJF7,361403,target gene,No,9
Nfkbia,Q63746,25493,target gene,No,11
Anapc4,D3ZUB7,305420,target gene,No,8
Rad51ap1,A1A5P3,689055,target gene,No,11
Guk1,E9PTV0,303179,target gene,No,8
Asf1b,B0BN69,304648,target gene,No,7
Cep85l,F7EXF4,100365935,target gene,No,8
Prmt2,Q6AYB9,499420,target gene,No,9
Slc25a18,Q505J6,681896,target gene,No,5
Lactb,D3ZFJ6,300803,target gene,No,4
Nras,Q04970,24605,target gene,No,9
Bmp2k,F1M7M4,-,target gene,No,3
Flii,Q5RKI5,287375,target gene,No,8
Higd1c,M0RBN7,102555170,target gene,No,3
Kdm4d,A1A5Q5,108348070;689582,target gene,No,9
Ddx24,Q6VEU8,373065,target gene,No,12
Myo1b,Q05096,117057,target gene,No,8
Abcd3,P16970,25270,target gene,No,8
Lrrc28,D4A4Y4,361588,target gene,No,8
Olfml2a,D3ZMR0,296708,target gene,No,4
B4galt4,Q66HH1,303923,target gene,No,6
Mtap,Q7TP15,298227,target gene,No,5
Tcof1,D4A206,-,target gene,No,14
Pard6a,A0A0G2JUC3,307799,target gene,No,9
LOC103693323,D3ZFT7,-,target gene,No,7
Ppfibp1,A0A0G2K781,312855,target gene,No,10
Cd200r1,Q9ES58,64357,target gene,No,1
Nrif1,Q4V8E9,308362,target gene,No,8
Eci1,Q68G41,29740,target gene,No,8
Rps16,P62250,140655,target gene,No,9
Ogfod3,Q5M843,303749,target gene,No,9
Dap3,F7EZZ0,295238,target gene,No,10
Stmn1,P13668,29332,target gene,No,8
Lifr,G3V7K2,81680,target gene,No,5
Crb1,D3ZZL8,304825,target gene,No,1
Shld2,D3ZH67,364514,target gene,No,12
Abitram,D4AE08,298018,target gene,No,6
Dsp,F1LMV6,306871,target gene,No,4
Tmod2,P70566,58814,target gene,No,3
Fkbp5,Q5U2T9,361810,target gene,No,1
Urb1,D4A7S4,304104,target gene,No,8
Arhgap32,F1MAK3,315530,target gene,No,1
Rin3,A0A0G2K0G9,314397,target gene,No,3
Bcat1,P54690,29592,target gene,No,8
Prr13,Q5U1W2,363004,target gene,No,12
Mrps23,D3ZIN7,360594,target gene,No,11
Ormdl2,D4A2I4,288783,target gene,No,10
Dync2h1,D3ZBB8,-,target gene,No,6
Large1,A0A0G2K618,361368,target gene,No,10
Lars2,A0A0G2K9E5,363172,target gene,No,7
Otud1,D3ZNC0,498803,target gene,No,10
Osgepl1,Q4V7F3,314548,target gene,No,9
Zbtb7b,D4A579,295248,target gene,No,9
Slc35b1,A0A0H2UHC9,-,target gene,No,10
Cryz,Q6AYT0,362061,target gene,No,10
-,F1M7L9,-,target gene,No,6
Atcay,Q1M168,362826,target gene,No,5
RGD1307603,A0A0G2K4Q5,293656,target gene,No,3
Stxbp4,A0A0G2JXI5,303443,target gene,No,9
Stx4,G3V8I4,-,target gene,No,11
Abcc5,A0A0G2K6R4,-,target gene,No,9
Tmem127,A2RRU2,311405,target gene,No,11
Manea,Q5GF25,140808,target gene,No,5
Zmynd12,A0A096MJU8,313552,target gene,No,10
Ddx28,D4A7Q5,364995,target gene,No,11
Pcbp4,D3ZCS3,363133,target gene,No,12
Btbd16,Q6AXU1,361658,target gene,No,2
Spag6,G3V682,291340,target gene,No,1
Mrpl45,D4A104,287656,target gene,No,7
Mkrn2,Q5XI23,297525,target gene,No,13
Fez1,P97577,81730,target gene,No,4
Gnl3,Q811S9,290556,target gene,No,9
Tmem251,F1LXS7,100360358,target gene,No,11
Tcf25,D3ZC46,292082,target gene,No,10
Map3k4,A0A0G2K3R1,308106,target gene,No,10
Rps15,P62845,29285,target gene,No,8
Rassf7,B0BNA2,293623,target gene,No,7
Ski,A0A0G2K628,313757,target gene,No,7
Yars2,Q5I0L3,287924,target gene,No,10
Ppm1a,A0A0H2UHE5,-,target gene,No,3
Zfp608,D3ZNA1,307296,target gene,No,7
Gask1b,Q6P7B4,310540,target gene,No,1
Cirbp,P60825,81825,target gene,No,9
Mpv17l,D4A908,100362572,target gene,No,9
Zfyve27,Q6P7B7,309376,target gene,No,10
Klhl25,Q4KLM4,293023,target gene,No,8
Nebl,D4A164,307189,target gene,No,2
Pdzd9,Q6TUD9,308954,target gene,No,8
Twist2,P97831,59327,target gene,No,2
Manba,Q4FZV0,310864,target gene,No,3
Arhgap18,F1LXP8,293947,target gene,No,5
Itgb3,A0A0G2JWK0,-,target gene,No,6
Fam221a,Q4V8D7,500118,target gene,No,3
Tctn2,Q3B7D3,689779,target gene,No,12
Tigar,Q566D2,502894,target gene,No,10
Bad,O35147,64639,target gene,No,11
Dvl3,D4ADV8,-,target gene,No,10
Canx,P35565,29144,target gene,No,13
Lman2,B0BNG3,290994,target gene,No,6
Ctsa,Q6AYS3,-,target gene,No,11
Herc3,D3ZPP6,362377,target gene,No,7
Mrpl15,A0A0G2K9B4,297799,target gene,No,9
Lrrfip2,Q4V7E8,301035,target gene,No,7
Ppp1r2,A0A0H2UHA0,-,target gene,No,1
Ciao1,Q5M7T1,29231,target gene,No,12
Arf3,P61206,140940,target gene,No,12
Ogfrl1,F1M9G3,-,target gene,No,7
Dbr1,B2RYJ2,681234,target gene,No,1
Ublcp1,A0A0H2UHC8,-,target gene,No,8
Ube2e3,F7F5A1,-,target gene,No,11
Xpnpep2,Q99MA2,117522,target gene,No,3
Aadat,Q64602,29416,target gene,No,7
Psmb3,P40112,29676,target gene,No,11
Armt1,Q6AYT5,292267,target gene,No,13
Ppp1r16a,D3ZVR8,-,target gene,No,6
Rab18,Q5EB77,307039,target gene,No,10
Ranbp6,D4A634,-,target gene,No,8
Hdac7,A0A0G2K6B1,84582,target gene,No,7
Dusp23,D3ZRL3,360881,target gene,No,6
Slc25a19,Q6AYL0,303676,target gene,No,10
Tmem106a,Q5BK83,287722,target gene,No,6
Prpf4,D4A7J8,298095,target gene,No,9
Timd2,Q5FVR0,287222,target gene,No,3
Dock5,F1LVA9,305987,target gene,No,8
Clasp1,A0A0G2JUI5,-,target gene,No,15
Zfp688,D3ZAB7,102554302,target gene,No,10
Wt1,D3ZJ55,24883,target gene,No,2
Khdrbs1,Q91V33,117268,target gene,No,10
Krit1,G3V8Z6,362317,target gene,No,9
Mmadhc,Q6AYQ6,362134,target gene,No,1
Cc2d1a,Q66HA5,288908,target gene,No,8
Bola1,Q06C60,365875,target gene,No,7
Sdha,Q920L2,157074,target gene,No,10
Snx11,D4A3W4,303493,target gene,No,10
Fus,Q5PQK2,317385,target gene,No,10
Commd9,Q3MIE7,295956,target gene,No,9
Hnrnpdl,Q3SWU3,305178,target gene,No,10
-,A0A096MK97,-,target gene,No,12
Hccs,D3ZL85,317444,target gene,No,8
Ppil2,Q5RKH8,360746,target gene,No,7
Nat10,D4AEB4,311257,target gene,No,11
Eps15,E9PSY8,-,target gene,No,9
Lrp1,G3V928,299858,target gene,No,9
Atp13a1,G3V7I3,290673,target gene,No,10
Fgf9,P36364,25444,target gene,No,4
Cux1,P53565,116639,target gene,No,9
Pipox,Q5I0K1,303272,target gene,No,8
Lhfpl4,Q7TSY2,353230,target gene,No,2
Prr7,P0C6T3,498704,target gene,No,6
Fam151b,B2RZ92,499507,target gene,No,6
Lysmd3,Q5M836,315923,target gene,No,9
Fads1,Q920R3,84575,target gene,No,8
Ccdc191,A0A0G2JUG8,288106,target gene,No,11
Chp1,P61023,64152,target gene,No,11
RGD1562114,D4AAG2,500795,target gene,No,6
Atp5mc2,Q06646,171082,target gene,No,13
Ap2s1,P62744,65046,target gene,No,9
Celf6,D4ABS9,300758,target gene,No,6
Hnrnph1,A0A0G2JTG7,-,target gene,No,13
Aga,P30919,290923,target gene,No,11
Ak2,A0A0G2JSG6,24184,target gene,No,9
Magt1,G3V9X8,-,target gene,No,8
Lss,A0A0G2JVC8,-,target gene,No,10
Vps52,O55166,25218,target gene,No,11
Dmbx1,D3ZMA3,313512,target gene,No,2
Parp6,G3V9P8,-,target gene,No,11
Atf6,G3V909,304962,target gene,No,14
Fkbp9,Q66H94,297123,target gene,No,6
Rpa1,Q7TP21,287524,target gene,No,8
Zbtb8os,M0R5Y9,297885,target gene,No,8
Ackr3,O89039,84348,target gene,No,7
Exosc5,F1LSX7,308441,target gene,No,11
-,D3ZG54,-,target gene,No,11
Mpp6,B5DFE0,362359,target gene,No,8
Atp6v1c1,Q5FVI6,299971,target gene,No,13
Cwc22,F1LY38,-,target gene,No,2
Cxcl9,Q8K4B1,246759,target gene,No,7
Gab2,F1LSR2,84477,target gene,No,2
Capza1,B2GUZ5,691149,target gene,No,6
-,D4A2E8,-,target gene,No,1
Recql5,D4ACP5,287834,target gene,No,10
Acss1,D3ZZN3,296259,target gene,No,6
Dync1i1,G3V792,-,target gene,No,2
Gopc,B4F775,309774,target gene,No,9
Camk1,Q63450,171503,target gene,No,3
Cnpy3,G3V828,-,target gene,No,8
Ska2,Q5I0J4,287598,target gene,No,13
Ncoa1,D4A3Q3,313929,target gene,No,5
Cenpt,Q561R1,307805,target gene,No,11
Elob,P62870,81807,target gene,No,11
Sp8,D3ZQL2,299499,target gene,No,5
Cfap206,A1A5Q4,366347,target gene,No,1
Prkdc,D3ZTN0,360748,target gene,No,13
Sub1,Q63396,192269,target gene,No,9
Sirt5,Q68FX9,306840,target gene,No,5
Ippk,G3V7Z5,-,target gene,No,11
Cttnbp2nl,D4A8X8,310760,target gene,No,10
Bri3,Q5PPK1,304284,target gene,No,6
Dalrd3,Q641Y9,363146,target gene,No,7
Pde6d,D3ZRD3,363272,target gene,No,7
Vps4b,Q4KLL7,360834,target gene,No,13
Gpr89b,F1LTD0,362003,target gene,No,9
Atp6v1g2,Q8R2H0,368044,target gene,No,10
Prdm15,D3ZQ99,304054,target gene,No,6
Zdhhc17,E9PTT0,366889,target gene,No,11
Zmym4,D4A069,-,target gene,No,9
Zfp865,D4A0V8,308337,target gene,No,7
Asb7,D3ZVT6,365277,target gene,No,10
Marc2,D3Z900,171451,target gene,No,6
Pno1,R9PXS8,289809,target gene,No,11
Ociad1,Q5XIG4,289590,target gene,No,11
Rnase4,O55004,56759,target gene,No,9
Uba1,Q5U300,314432,target gene,No,9
Slain2,G3V6A2,305310,target gene,No,9
Ccnt2,D3ZGL6,304758,target gene,No,12
Olr1409,D4AB86,287259,target gene,No,1
Ackr2,Q5U1W0,140473,target gene,No,3
Acss2,G3V9U0,311569,target gene,No,8
Pfn4,Q5IRJ7,494222,target gene,No,8
Bud23,B1H275,368084,target gene,No,9
Psmc5,P62198,81827,target gene,No,9
Khdc4,F1LM38,-,target gene,No,10
Rwdd2a,D3ZAT3,363110,target gene,No,7
Dao,A0A0G2JUK6,-,target gene,No,1
Chmp7,D4A7H9,364419,target gene,No,10
Mad2l2,D3Z8D9,313702,target gene,No,7
Pxk,A0A140TAA2,306203,target gene,No,8
Plxnc1,D4A7M0,-,target gene,No,2
Cfap298,Q5U3Z0,288269,target gene,No,10
Rnf126,F7ESD4,314613,target gene,No,10
Acly,G3V888,24159,target gene,No,12
Stard13,D3ZU63,-,target gene,No,8
Heyl,D3ZIH3,313575,target gene,No,2
Cul3,A0A0G2JSP3,301555,target gene,No,13
Urgcp,A0A096MJ37,305493,target gene,No,5
Camsap1,D3Z8E6,296580,target gene,No,10
Ptpn18,F1M8E7,-,target gene,No,9
Ppm1g,A0A0H2UHT5,-,target gene,No,8
R3hcc1l,A0A0G2JZM0,-,target gene,No,8
Adprhl2,B0K017,362600,target gene,No,11
Hexb,F1LR87,-,target gene,No,9
Nvl,D3ZTY9,289323,target gene,No,10
Tor3a,Q5M936,304884,target gene,No,5
Xab2,Q99PK0,245976,target gene,No,10
Mvp,A0A140TAE0,64681,target gene,No,7
Mxd1,F1LRY0,362391,target gene,No,10
Wdr78,Q4V8G4,313417,target gene,No,12
Iffo2,P0C6R4,-,target gene,No,14
Fancb,D4A5I2,501552,target gene,No,7
Rab3gap2,D4ABP4,-,target gene,No,8
Nipa2,D3ZUV1,308667,target gene,No,9
Cdk6,F1MA87,114483,target gene,No,7
Bcl2,F1LNV0,-,target gene,No,6
Arfip1,Q9JHU5,60382,target gene,No,10
Qdpr,P11348,64192,target gene,No,8
Tfcp2,A0A0G2JTJ9,315309,target gene,No,12
Tgfa,P01134,24827,target gene,No,6
Rchy1,Q5XIE4,289508,target gene,No,4
Chchd1,B5DER5,361005,target gene,No,11
Mrpl20,B2GV62,680747,target gene,No,11
Fuca1,A0A0G2JSJ8,24375,target gene,No,9
Fam181b,B0BN67,499205,target gene,No,5
Letm1,Q5XIN6,305457,target gene,No,8
Apool,Q5U1W6,317191,target gene,No,8
Trip13,Q5XHZ9,292206,target gene,No,9
Dcaf6,D4A8L4,289181,target gene,No,13
Slc22a22,Q66H77,299944,target gene,No,2
Poldip3,D4A2B0,315170,target gene,No,11
Rexo4,B1WBN4,311826,target gene,No,11
Rbm38,D3ZGE9,366262,target gene,No,8
Arhgap21,F1LXQ7,-,target gene,No,5
Asb6,Q6AYC9,296627,target gene,No,7
Larp6,D3ZCR5,315731,target gene,No,1
Anapc2,B2RYJ1,296558,target gene,No,10
Purb,A0A0G2JUX5,-,target gene,No,10
Reg1,P10758,24714,target gene,No,1
Scarb1,P97943,25073,target gene,No,8
Zfp637,B0BNH4,362425,target gene,No,11
Dbp,P16443,24309,target gene,No,8
Mkrn3,D3ZY41,-,target gene,No,8
Zbtb49,A0A0G2JT85,305428,target gene,No,8
Ccer1,Q6AY45,500825,target gene,No,1
Fam122a,Q6AYT4,309420,target gene,No,14
Dhx16,Q6MG13,294232,target gene,No,8
Mertk,P57097,65037,target gene,No,6
Thap2,D3ZAX9,688019,target gene,No,12
Clptm1l,D4A416,316916,target gene,No,11
Atxn7l2,F7FKK4,-,target gene,No,9
Ap1m1,Q32Q06,306332,target gene,No,7
Ttc1,Q66H09,287208,target gene,No,9
Slc25a20,Q66HP8,117035,target gene,No,6
Ptprj,A0A0G2JXZ9,-,target gene,No,7
Rgs9,P49805,29481,target gene,No,8
Apoa1,P04639,25081,target gene,No,4
Uhrf1bp1,D3ZMR2,309637,target gene,No,7
Mknk1,Q4G050,500526,target gene,No,10
Hsd17b10,B0BMW2,63864,target gene,No,4
Gtf2b,A0A0G2JWZ8,-,target gene,No,4
Srgap2,D4A208,360840,target gene,No,11
L1td1,M0R3X5,-,target gene,No,1
Gabarapl2,P60522,100359937;64670,target gene,No,12
Rcsd1,A0A0G2K7I4,360872,target gene,No,2
Mbnl2,F2Z3T4,680445,target gene,No,9
Ube4a,F1M9N5,-,target gene,No,9
Nudt16,G3V7P6,-,target gene,No,6
RT1-CE7,F1MAQ9,-,target gene,No,8
Sik3,M0RD40,-,target gene,No,9
Hyal2,G3V7P9,64468,target gene,No,10
Zfp771,F1M1R7,308992,target gene,No,10
Akap11,D3ZS99,498549,target gene,No,13
Tbc1d10b,D3ZSY8,365372,target gene,No,8
Dohh,Q5PPJ4,314644,target gene,No,11
Pfkfb2,Q9JJH5,24640,target gene,No,13
Rbm19,D3ZHU8,304512,target gene,No,8
Zfp324,D3ZB44,365192,target gene,No,6
Tex14,J3KTR9,287603,target gene,No,9
Mmut,D3ZKG1,-,target gene,No,1
Gpatch4,Q566R3,295228,target gene,No,9
Dusp3,G3V9L3,498003,target gene,No,6
Atp6v1e2,D3ZJ78,366545,target gene,No,3
Timm8b,P62078,64372,target gene,No,7
Baiap2l1,Q3KR97,304282,target gene,No,7
Cat,P04762,24248,target gene,No,6
Rfx2,B2GV50,301121,target gene,No,4
Dgka,P51556,140866,target gene,No,5
Gusb,Q7TPJ3,-,target gene,No,7
Rars2,F7FFR1,297969,target gene,No,11
Vps50,F1LSG8,312083,target gene,No,8
Cct7,D4AC23,297406,target gene,No,7
Mpv17l2,D4A9N8,-,target gene,No,8
Slc26a4,Q9R154,29440,target gene,No,2
Nt5dc1,B1WC66,294456,target gene,No,9
Trappc6a,D4A3S0,-,target gene,No,7
Tmem150a,Q9QZE9,245966,target gene,No,8
Dnph1,O35820,171047,target gene,No,10
-,A0A0G2K6U2,-,target gene,No,8
Cyth1,B2GUV0,116691,target gene,No,8
Zfp954,D4A7C1,308320,target gene,No,9
Ap3s1,G3V9Y9,302290,target gene,No,10
Arhgef12,A0A0G2K860,-,target gene,No,12
Prpf6,A1A5S1,366276,target gene,No,8
Rad52,A0A0G2K552,297561,target gene,No,13
Pdgfrl,Q5RJP7,290771,target gene,No,3
Eri1,Q5FVR4,361159,target gene,No,9
Snd1,Q66X93,64635,target gene,No,10
Nedd9,Q5U2Y4,291044,target gene,No,12
Shc1,G3V8S2,85385,target gene,No,11
-,F1M1J6,-,target gene,No,2
Gadd45g,Q9WTQ7,291005,target gene,No,11
Med23,A0A0H2UHV2,309565,target gene,No,10
Lrrc1,G3V6R4,-,target gene,No,8
Gemin2,Q9QZP1,84404,target gene,No,9
Eda2r,A0A096MJP5,296872,target gene,No,1
Padi6,D4ABN7,298595,target gene,No,2
Foxs1,Q5HZE9,311547,target gene,No,1
Furin,G3V7I9,54281,target gene,No,5
Haghl,D4A2F7,302995,target gene,No,5
Ptpn3,F1LQQ5,362524,target gene,No,6
Usp45,A0A0G2K4S7,313098,target gene,No,5
Cd2bp2,B4F786,293505,target gene,No,11
Fam162a,Q4QQV3,360721,target gene,No,8
Hist1h2ak,D3ZVK7,680615,target gene,No,9
Abhd16a,A0A0G2K0X5,-,target gene,No,12
Msl2,D4A9S3,315959,target gene,No,9
Aldh1a2,Q63639,116676,target gene,No,3
Ube2r2,B2RZ96,689226,target gene,No,6
Phf21a,F1M6K4,362166,target gene,No,1
Cldn22,D3ZEF2,306454,target gene,No,1
Ttk,A0A0G2K2S5,315852,target gene,No,8
LOC108348175,A0A0G2JXZ5,-,target gene,No,14
-,A0A096MJL0,-,target gene,No,7
Ubxn10,G3V606,298577,target gene,No,2
Trim44,R9PXS7,-,target gene,No,5
Coq2,G3V698,-,target gene,No,7
Caap1,G3V6Y7,500501,target gene,No,9
Tbce,Q5FVQ9,361255,target gene,No,8
Atf6b,Q4G097,406169,target gene,No,8
Smg7,D4ACJ3,-,target gene,No,13
Lrrc75b,A0A0G2JUZ2,100365744,target gene,No,9
Zwilch,D3ZG58,-,target gene,No,11
Mob1b,D4A1V7,360920,target gene,No,12
Tcerg1,D3ZTL0,307474,target gene,No,9
Pin4,M0RCP9,684441,target gene,No,8
Nphs1,A0A140TAG4,64563,target gene,No,1
Cenpi,F1LP20,25448,target gene,No,8
Pam,P14925,25508,target gene,No,6
Mtch2,A0A0G2K459,-,target gene,No,10
Irgm,Q6AYC2,303090,target gene,No,3
Tyw5,D3ZY75,301419,target gene,No,12
Ctns,A0A0G2K358,287478,target gene,No,11
-,A0A0G2K8Z2,-,target gene,No,14
Dlx1,G3V669,296500,target gene,No,4
Fbxo30,Q5XI67,308283,target gene,No,9
Pik3r5,D4A4I3,497931,target gene,No,2
Plekhg6,D4ABR1,-,target gene,No,1
Rpa3,D4A845,296883,target gene,No,9
Psmb7,Q9JHW0,85492,target gene,No,7
Scand1,D4A6K0,362252,target gene,No,7
Plekhf2,B1WBV4,362484,target gene,No,10
Rrm1,Q5U2Q5,685579,target gene,No,12
Prcc,B2RYA6,310687,target gene,No,11
Zfp94,F1M973,499095,target gene,No,11
Atxn7l1,D3ZTM4,362726,target gene,No,12
Ust,D3ZPB6,-,target gene,No,2
Sel1l,G3V9D3,314352,target gene,No,8
Pms2,B1H246,288479,target gene,No,11
Hip1,G3V8Y8,192154,target gene,No,10
Gc,Q68FY4,24384,target gene,No,3
Mapk8ip3,E9PSK7,302983,target gene,No,11
Abhd17c,B5DFK7,361601,target gene,No,9
Sez6,F1MA42,192247,target gene,No,7
Prdm9,P0C6Y7,365155,target gene,No,9
Naga,Q66H12,315165,target gene,No,7
Amph,F1LPP0,-,target gene,No,5
Mettl21a,D4A8Z5,102553119,target gene,No,5
Cers5,D4AA91,366984,target gene,No,8
Cry1,Q32Q86,299691,target gene,No,10
-,M0R5J3,-,target gene,No,4
Crip2,P36201,338401,target gene,No,7
Csnk1g2,Q62762,65278,target gene,No,13
Ldha,P04642,24533,target gene,No,8
Zer1,F1LQI6,311842,target gene,No,13
Rmdn3,Q66H15,311328,target gene,No,10
Zfp455,G3V9J4,286979,target gene,No,7
Mt-atp8,P11608,26196,target gene,No,5
Ccdc126,B5DEZ3,500117,target gene,No,11
Atp5mc3,Q499S2,114630,target gene,No,12
Ttc8,B1WBT5,299246,target gene,No,7
Luc7l,G3V9R0,360503,target gene,No,8
Cyb5d2,Q6AY62,303293,target gene,No,9
-,D4A829,-,target gene,No,4
Eef1g,Q68FR6,293725,target gene,No,9
Exosc8,D4AE98,295050,target gene,No,8
Mfsd14b,B2RYH9,306687,target gene,No,8
Ngly1,Q5XI55,361014,target gene,No,5
Pld2,F1LPQ4,-,target gene,No,6
Igsf5,Q5VJ70,304000,target gene,No,4
Smpd3,D4A8L3,-,target gene,No,12
Tstd3,G3V8W9,500420,target gene,No,4
Cyp4a12,P24464,266674,target gene,No,2
Mrps30,D4A833,294767,target gene,No,8
Kctd5,B5DEL1,287109,target gene,No,13
Wdr41,D4A0P5,361879,target gene,No,11
Taf7,B0BN78,307485,target gene,No,6
Cfap20,A0A0H2UI05,307642,target gene,No,14
Pole,D3Z8X4,304573,target gene,No,11
Oxsr1,D3ZUC9,316064,target gene,No,11
Tbl3,Q5U2W5,287120,target gene,No,11
-,A0A0G2K7Y8,-,target gene,No,2
Ebf3,D4A274,361668,target gene,No,3
Ubr4,F1LQI5,-,target gene,No,9
Cfap36,Q4V8E4,289859,target gene,No,5
Smchd1,D4AAG8,-,target gene,No,12
Yy1,Q8CHJ4,24919,target gene,No,13
Map3k7cl,A0A0G2K9U9,304131,target gene,No,2
Uhrf1bp1l,M0R8V0,-,target gene,No,8
Timm21,Q5U2X7,307210,target gene,No,12
Lsmem2,A0A0G2KAD9,689621,target gene,No,2
Washc3,D3ZKX1,299707,target gene,No,7
Gsto1,Q6AXR6,114846,target gene,No,9
-,A0A0G2K496,-,target gene,No,10
Polr3h,B2RZB0,300088,target gene,No,10
RGD1564541,D4A067,313433,target gene,No,11
Mipol1,F1LUS3,100911970,target gene,No,10
Trappc13,Q5M887,294709,target gene,No,11
Nutf2,P61972,291981,target gene,No,10
Ephb2,A0A0G2JY48,-,target gene,No,8
Tcp10b,A0A0G2JYT7,308169,target gene,No,1
Wdr35,A6N6J5,503018,target gene,No,5
Smarcal1,B4F769,316477,target gene,No,11
Dido1,D3ZWL9,362286,target gene,No,2
Iscu,B2RZ79,288740,target gene,No,10
Eif3c,B5DFC8,293484,target gene,No,12
Orc2,Q75PQ8,301430,target gene,No,10
Tpm4,P09495,24852,target gene,No,8
Cisd2,D4AAE9,295457,target gene,No,9
Fhod3,A0A1W2Q6D5,100360334,target gene,No,10
Mob3b,D3ZCN1,366352,target gene,No,6
Agpat1,Q6MG85,406165,target gene,No,11
Srsf4,G3V798,362612,target gene,No,12
-,A0A0G2K3U3,-,target gene,No,5
Ankrd50,F1LWB9,294988,target gene,No,7
Tesk1,Q63572,29460,target gene,No,8
Popdc3,A0A096MJH9,641520,target gene,No,1
Sgta,O70593,64667,target gene,No,9
Sf1,F1LSC3,117855,target gene,No,10
Pbld,Q68G31,171564,target gene,No,10
Rgs16,Q4L0E9,360857,target gene,No,4
Elmsan1,D4ACA6,314306,target gene,No,9
Slc13a5,A0A0H2UHM2,266998,target gene,No,3
Polr1b,F1LM57,-,target gene,No,10
Mpdu1,D3Z865,303244,target gene,No,9
Adgrg6,A0A0G2JST1,308376,target gene,No,4
Tle6,F1LXS4,-,target gene,No,7
Eno4,D3ZRT2,292138,target gene,No,6
Bcas1,A0A0G2K079,-,target gene,No,4
Pinlyp,D4A499,308429,target gene,No,7
Mrpl57,Q7TP00,-,target gene,No,9
Ift46,Q6AXQ9,300675,target gene,No,9
Pcf11,D3ZY40,361605,target gene,No,10
Fggy,F1LSP9,298250,target gene,No,9
Pnkp,Q6AXV0,308576,target gene,No,9
Hist1h2bq,G3V8B3,100364835;100365043;100910200;306945;680403;684797,target gene,No,13
Crybb3,P02524,64349,target gene,No,1
Ears2,M0RAI4,361641,target gene,No,9
Arl16,M0R4K4,688311,target gene,No,11
Oser1,Q703I1,296346,target gene,No,11
Spns2,D3ZPS4,100270678,target gene,No,8
Mbip,F1LRS1,362740,target gene,No,8
Zc3h18,Q6TQE1,292067,target gene,No,12
Slc3a2,A0A0H2UHQ0,50567,target gene,No,10
Znf414,Q5PPH4,299647,target gene,No,10
Hhipl1,D4A9N1,362781,target gene,No,6
Qprt,Q5I0M2,293504,target gene,No,6
Clcn6,D4A3H5,295586,target gene,No,10
Abcg2,Q80W57,312382,target gene,No,6
Ctps1,B1WC02,313560,target gene,No,4
Qrich1,A0A0G2JX16,301004,target gene,No,12
Srebf2,F1MA23,-,target gene,No,12
Laptm4b,Q5U1W4,315047,target gene,No,7
Trib3,Q9WTQ6,246273,target gene,No,8
Ctdnep1,Q3B7T6,287447,target gene,No,9
Sptssa,Q4G019,500651,target gene,No,7
Vamp1,Q63666,25624,target gene,No,14
Plekhh3,Q3B7L1,360634,target gene,No,9
G0s2,Q5M840,289388,target gene,No,8
Calm2,P0DP30,24242;24244;50663,target gene,No,13
Rmc1,Q5PPI8,291784,target gene,No,10
Txnrd1,R9PXU4,-,target gene,No,11
